overall,verified,reviewTime,reviewerID,asin,reviewerName,reviewText,summary,unixReviewTime,vote,relevance_score,packing/outter appearance/shipping,health/ingredient,pricing/volume/quality,Cooking/how to use,Taste/texture,mentioned irrelavant info?
5,TRUE,"10 24, 2017",A1U2Q99DFDVF54,B00N8CKTAS,Katrina,I bought this as a gag gift. Surprisingly they liked it. Good flavor .,Great gag gift,1508803200,,1,0,0,0,0,1,1
5,TRUE,"12 18, 2016",A1YYNR6MOA5HIH,B008QMX2SG,Candace,My favorite,These and the pumpkin spice are my two favorites.,1482019200,,1,0,0,0,0,0,0
5,TRUE,"06 21, 2016",A13WRGWFO6CJ7D,B01AGVUKXO,Bruce Rauch,Join the Ketchup war by purchasing this product known mainly for their mustard.,Five Stars,1466467200,,2,1,0,0,0,0,1
5,TRUE,"08 15, 2014",A31N1P169JHBA1,B003ZS2G3S,Informed,Well worth the cost when I purchased three(3) units at a time,Five Stars,1408060800,,1,0,0,1,0,0,0
5,TRUE,"07 10, 2016",AY91ME4EAKZIR,B01CQ0CFTK,Felicia,"I recently purchased the Kitchenaid Nespresso machine (https://www.amazon.com/dp/B00U2P04IG/ref=cm_cr_ryp_prd_ttl_sol_66) and with it  came a variety of capsules. I have a few friends who also indulge in Nespresso, so I asked around what capsules they all prefer. Not one of them recommended anything but the Nespresso brand. So, I thought I would be the guinea pig. Not there is anything wrong with the Nespresso capsule, I have enjoyed them all for different reasons, but I just like to explore and try all of my options.

I am on my second cup of Jones Brothers, and I have to say that both cups have the same creamy and frothiness of the Nespresso, and the flavor is rich, smooth, and even a little less biting than Nespresso equivalent. The pods themselves are plastic, and not aluminum, so not recyclable, but I am digging a little more to see if they are environment friendly. We are going to do a blind taste tomorrow morning -",Not one of them recommended anything but the Nespresso brand,1468108800,10,3,0,0,0,0,1,1
2,TRUE,"07 10, 2014",A2A8C9176PYJZS,B006Y7WGIM,Realist U.S.A.,"I don't particularly like the flavor of this coffee and am disappointed.  I read the other reviews, but this taste is not to my liking and lacks the cinnamon flavor it was supposed to be.  I've had better luck purchasing coffee at my local health food supermarket.",Lacks Cinnamon flavor and falls flat,1404950400,,3,0,0,0,0,1,1
4,TRUE,"11 5, 2013",A3K7I40CD3JT8H,B004VLVOJ0,Hello Kitty,"Oat Groats are so healthy for you and so easy to cook with. I love making savory whole oat groats with mushrooms, kale and Parmesan cheese. So delicious.",YUM,1383609600,5,2,0,1,0,1,1,0
5,TRUE,"05 24, 2015",AF341FM6X1I31,B004AE4RRE,Les G.,great tasting jelly. enjoying it very much. will buy again.,great flavor and quality very satisfied.,1432425600,,1,0,0,0,0,0,0
5,TRUE,"10 15, 2016",A2CTTAJU7EACWD,B00I44C6EM,babsyboss,We love our Nespresso but it was getting too expensive to buy the pods and feel like we could have a couple a day - we found this option and like many other reviewers...this is a GREAT alternative.  My husband and I feel the quality is just as great at a great savings and we never feel now we have to forgo a second because of the cost.  The capsules are plastic and come 2 in a foil pack (one kind came in a tray) so they stay fresh and we use them quickly.  The foil packs are color coded and labeled if you want to put several in a container for choice or the boxes are slim and lovely and you can stack them easily for reference in the cupboard.  We are converts!,Gourmesso Great Alternative for Nespresso Brewer,1476489600,,3,1,0,1,0,1,1
5,TRUE,"03 05, 2016",A20G36TZ41X7DZ,B00IX2LTK2,Virginia K Hellenga,delicious and healthy,Five Stars,1457136000,,1,0,0,0,0,0,0
5,TRUE,"03 12, 2017",A35CCYTX2Z7BZY,B00JMGJG8A,Elizabeth Oristian,Awesome product.  Much better than the vegan chips found at the grocery store.,Awesome product. Much better than the vegan chips found ...,1489276800,,1,0,0,0,0,1,0
5,TRUE,"02 02, 2011",A2QHL98TZRKUEG,B000EMK51S,Venkatesh Padmanabhan,"I really love these cereal bars. They have real milk in them and unlike some of the other ones, they are quite filling. My wife use this for breakfast and for an afternoon snack. Make sure though that you don't leave it in the car when it's cold outside because it has a tendency to really harden up. Store in room temperature and enjoy!",A Box a Day,1296604800,,4,0,0,0,1,1,0
4,TRUE,"09 29, 2015",A2Q85KV6HK3R8S,B00KWX4WWW,Mario Lopez,"They were cool,my wife enjoyed them,but they arrived 4 days ahead of schedule so by actual birthday they were not so fresh to look at. I was going by their ETA.","They were cool, my wife enjoyed them",1443484800,,2,0,0,0,0,0,1
5,TRUE,"11 14, 2017",A3TWIP39KVGJDB,B00YSZ50GC,Amazon Customer,Great coffee...really enjoy drinking it every morning,Five Stars,1510617600,,1,0,0,0,0,0,0
5,TRUE,"03 04, 2018",A1JXGB8A3X5O0V,B000FOAO84,Lallen,I think we like these better than Mounds. They disappeared in no time flat.,Five Stars,1520121600,,1,0,0,0,0,0,1
5,TRUE,"04 16, 2016",A3JO9YSZWFSUDK,B000LRKOWG,thomas w.,"Love that brand , it got a great taste and got a fair price as well .",Great Salami,1460764800,,2,0,0,1,0,1,0
5,TRUE,"11 21, 2016",A2TOHT39STTTCD,B000R2DUTY,Reviewer,This is my favorite mix of flavor and heat...killer sauce. Not too spicy to scorch you like a ghost pepper based sauce obviously but a good healthy strong habanero kick.,This is my favorite mix of flavor and heat,1479686400,,3,0,1,0,0,1,0
5,TRUE,"03 08, 2016",A3VHP8Z9U820PS,B0047040JQ,Kennith Reed,Almost eneatable they are so sour! If you love sour candy these are the best you'll find.,Sourest candy I've found yet!,1457395200,2,2,0,0,0,0,-1,0
5,TRUE,"09 15, 2016",ARJ8REOR9LSIU,B00BHJX4EM,K. Thompson,"Have used once so far.  Spice blend is of good quality, nice fresh aroma",Great blend,1473897600,,2,0,0,0,0,1,0
5,TRUE,"09 28, 2015",A2WTZ04I3Q9439,B00AAR5HK6,V. Lawshe,"Absolutely my favorite brand of soda.  Every flavor is delicious, as well!  I can never drink another brand of ginger ale again, that is for sure.  GUS sodas are so crisp and refreshing.  They don't taste overly sweet at all, which is a great change.  The sodas are great by themselves, and they make fantastic mixers as well.  GUS is very difficult to find, at least in my area.  There's one grocery store in town about 13 miles away that carries the ginger ale but if I want any of the other flavors, I need to either buy them online or from Jungle Jim's in Cincinnati, which I visit about once a year.",Really great soda,1443398400,2,3,0,0,0,0,1,1
5,TRUE,"03 16, 2011",A3W0BQMJ5J4O0E,B00542YXFW,mw415,"I recently started to drink 2 or more cups of both the red and the green varieties of Davidson's Rooibos teas.  Personally, I like the tastes of both varieties and enjoy drinking the tea, regardless of any consideration of potential health benefits.  For me, the tea requires no additives, which are found in other brands and/or used by other consumers.

But taste is such a personal, subjective thing and it is understandable why the Amazon reviews for this product contain such diverse opinions in this regard.  My suggestion is to try the pure form before you make a decision based solely on these reviews to see if you like it or not.","Taste is Subjective, Especially with Different Teas",1300233600,2,4,0,1,0,0,1,0
5,TRUE,"03 12, 2017",A3076QFBBMDA4X,B00DUTRNSA,Sara S.,Everything came as expected. The seller gave a clear description and all items arrived when and how they were expected.,Everything came as expected. The seller gave a clear ...,1489276800,,2,1,0,0,0,0,0
2,TRUE,"11 22, 2013",A2EQH44SSR4I9R,B0054S0YTK,Larry Adams,All of the beans had been split and had very little of the vanilla essence. The remainder shipped to me was dry with little vanilla scent. I will not be buying from this seller again.,Poor quality product.,1385078400,,3,0,0,0,0,-1,0
5,TRUE,"12 3, 2016",A31OFMJLHTGCHW,B00N19QUWY,Shari,Perfect for recipes. Great taste.,Great Taste,1480723200,,1,0,0,0,1,0,0
5,TRUE,"08 15, 2014",A3DVXS6YWNYPE,B003WE8IY6,Mellie S,Real fresh and satisfying.  Not too sweet. Will buy again,Not too sweet. Will buy,1408060800,,2,0,0,0,0,1,0
5,TRUE,"08 26, 2017",A2LFNQJSV8UGB0,B003V8Y5F4,R and L Scott,Yum! Tastes almost like kettle corn from the theater with the added bonus of no hulls getting caught in your gums.,Tastes almost like kettle corn from the theater with the added bonus ...,1503705600,,3,0,0,0,0,1,0
5,TRUE,"06 19, 2016",A2Q9KXYL1D6SLV,B00KBZLY6S,Marcie Lamark,"I love these nuts and they are very expensive in our local stores. When I saw this item on Amazon, I felt it was a good bargain. Each pouch has the same serving as the packages in the local store but they are shaped differently. Don't let that fool you. They are the same size. This is definitely worth the money.",I love these nuts and they are very expensive in our ...,1466294400,,2,1,0,1,0,0,1
5,TRUE,"05 25, 2014",A1ENZ3YBN65Q0M,B002VC22SI,mommy,I make half and half with this.  Added to a flavored coffee it's perfect.  Three pack is a good value!,Great tasting decaf,1400976000,,2,0,0,1,1,0,0
5,TRUE,"04 04, 2018",A9T2MFHINESOX,B00QFOG144,pilgrim46,I love these pretzels. I can't find them in a store so I had to order. A little bit pricey but it is what it is.,Great Pretzel,1522800000,,2,0,0,1,0,0,0
5,TRUE,"11 25, 2016",A1KDOD7IEC9ABX,B00DBEAAMA,Leo U.,by far the tastiest flavour in this series,Five Stars,1480032000,,1,0,0,0,0,1,0
5,TRUE,"09 15, 2017",AUXAHD3F6Z3O0,B000KACRCO,Vaughn,"I am totally addicted to these love these, please let me know when deals come up on them.",Five Stars,1505433600,,1,0,0,0,0,0,0
5,TRUE,"03 17, 2011",A2EG7IWLQIXQMX,B001VNGOGY,ZachariahGreen,"This product is wonderful! Extremely fresh, great taste and awesome smell!
This is a lot of spearmint... so its a good idea to subdivide when you open it to maintain freshness.
I think that you will enjoy this spearmint.  If you are going to use this for tea, check your water temperature before your steep the leaves.  When spearmint is steeped water not hot enough, it doesn't get the complete flavor. Use water just reaching a boil.",Fresh!,1300320000,17,3,0,0,1,0,1,1
4,TRUE,"05 28, 2018",A3A9ONG2ZE7Y5Q,B00U4TA3TU,Donna J. Abner,good product,Four Stars,1527465600,,,,,,,,
5,TRUE,"12 18, 2014",A1JFXOFDRZ9CFQ,B004LL9C9E,Marge Teilhaber,Real strong.  Will banish coffee or hungry breath very effectively.  Temporarily of course but it does the job nicely.,These things are strong and virtuous.  I love 'em.,1418860800,,2,0,0,0,0,1,0
4,TRUE,"01 16, 2013",A216HMPR09DV00,B0053PO8U0,Joanne Bell,I did not get the product I ordered.  I ordered lightly salted and got sea salt - twice.  No explanation.  I like the product if I could have gotten the one I ordered.,Did not get product ordered,1358294400,,2,-1,0,0,0,1,0
5,TRUE,"04 24, 2018",A1GBSRNRFLJIWE,B000YPKRNG,The Piper&#039;s Son,"Ultimate food. Can be used as breakfast, or a side dish. Add cheese, jalapeo, shrimp...you name it!",Five Stars,1524528000,,2,0,0,0,1,0,0
2,TRUE,"05 31, 2018",A2G9DTM0IQCMLA,B018CQSQJA,Sandra,"Two of the six boxes arrived damaged
Unfortunate as this was a gift",Need to package better in shipping box,1527724800,,2,-1,0,0,0,0,0
5,TRUE,"10 16, 2017",A3OUE1B8TZPKUV,B00EHLRMOK,Rachel,Love the taste in my smoothies,Smoothie enhancer,1508112000,,2,0,0,0,1,1,0
5,TRUE,"10 28, 2009",A1HIBT0COGHU3Q,B001CHH3VO,blackcatlover,This tea is very refreshing and not too strong.  Great for a cold night or just to wind down in the evening.,Love this tea!,1256688000,,3,0,0,0,1,1,0
5,TRUE,"03 28, 2015",AOV8V99HGYOMQ,B0009MK7NO,Batair,Delicious.  Is a bit expensive but cheaper than going out for waffles. Easy prep.,Easy prep.,1427500800,,2,0,0,1,0,1,0
5,TRUE,"07 30, 2016",AES0AKN33APQJ,B00WBGJ480,Angela Wiggins,"Very tasty snack bars. I never liked nuts when I was growing up but am finding now that I was missing out. These have a great combination of crunch, chewiness, salty, tart (I love cranberries), and sweet. They have a little more sugar than I would like, but at least they have some (not a ton) protein and fiber. At least they have some nutritional value, unlike some of the other bars on the market.","Very good. Mix of sweet, tart, salty, chewy, crunchy. Protein and fiber are a bonus.",1469836800,,4,0,1,0,0,1,0
4,TRUE,"12 26, 2016",AGGU6OX8U752M,B001XSMANI,kurt4801,Everybody likes Jelly Bellys,Four Stars,1482710400,,,,,,,,
5,TRUE,"11 16, 2015",A25PQGQX87OS7K,B00C7UR6YY,R. Meece,Delightfully addictive.,Five Stars,1447632000,,,,,,,,
5,TRUE,"04 25, 2014",A2UXGYEWNP645N,B007JINB0W,KML,"no calories
no carbs
absorb any flavor you add
can you say ""awesome""... why can't other foods be this great!",love em,1398384000,,3,0,1,0,0,1,0
5,TRUE,"08 16, 2016",A3POA2KEANMJ1O,B000WR8TR2,mamadot,"This has become my go-to seasoning to elevate the dishes I cook. I normally add garlic to veggies and meats. This gives additional flavor, with the sesame seed and lemon.  It's wonderful to add to canned green beans simmered on the stove-not cooked in the microwave. (I don't like cooking my veggies in the microwave). It's great for fresh and frozen veggies, sesame noodles, etc.",A must have pantry ingredient!,1471305600,,3,0,0,0,1,0,0
5,TRUE,"12 1, 2014",A27SYBJHO4NHW2,B001M08YP0,PMG,Best gum ever!,Five Stars,1417392000,,,,,,,,
4,TRUE,"04 28, 2016",A2W5L2UNAX9WTX,B003QTZ2RS,NenerTX,Good coffee,Four Stars,1461801600,,,,,,,,
5,TRUE,"09 26, 2015",A2K6602INDQ9RP,B0071EQ98U,N. Donahue,He loves this.,Yummy Stuff,1443225600,,,,,,,,
5,TRUE,"06 19, 2018",A3IK8IHBQSB60Z,B01BLGRYDC,georgie girl,Never had these before. They are very good and do make for a great fish sandwich!,They are very good and do make for a great fish sandwich,1529366400,,2,0,0,0,1,0,0
5,TRUE,"12 17, 2015",A255QJLQ5XKQ14,B001FVQI5Y,Susan E Smith,Fresh - powerful - awesome - perfect for Master Cleanse but look out on the amount you use... HOT! :),Fresh - powerful - awesome - perfect for Master Cleanse but look out on ...,1450310400,,2,0,0,0,0,1,0
5,TRUE,"08 14, 2016",A2VGR6BI5C1AW8,B00L9IS504,Robert A. Buchanan,I am not a vegan nor a vegetarian but totally love this jerky. I am ordering more very soon.,... am not a vegan nor a vegetarian but totally love this jerky,1471132800,,1,0,0,0,0,0,0
5,TRUE,"02 12, 2016",A3OU7MOG80L06Y,B01E5XTW24,00Dallas00,Best coffee on our planet.,Five Stars,1455235200,,1,0,0,0,0,0,0
5,TRUE,"01 26, 2015",A2Q5CYLCE3Q4CY,B0014WYXYW,Rosemary,"Excellent, love it & clementine ",Five Stars,1422230400,,1,0,0,0,0,0,0
2,TRUE,"02 22, 2017",A3I7SW6D8CWEIA,B01CUW7HPG,xMr.Amazonn Customer,Bought a three pack can't even finish the first. It tastes bad.,It tastes bad.,1487721600,,2,0,0,0,0,-1,0
4,TRUE,"02 28, 2016",A3I5DSMRCNKNCR,B00OVN2F64,Amazon Customer,It's pretty good. It kind of reminds me of miracle whip... a little sweet.,Four Stars,1456617600,,2,0,0,0,0,-1,0
5,TRUE,"06 14, 2013",AHCPZXU160GZW,B00439BEYU,Patti,I have had this product before. It is a great product. I love eating it in the morning for breakfast with some fruit. I enjoy a plant strong diet and this is one of my favorite breakfast.,Farro is great!,1371168000,,2,0,0,1,0,1,1
5,TRUE,"02 06, 2016",A27SDXUCPE2ZOI,B00182M0E8,Cathrine B.,what a great taste yes,Five Stars,1454716800,,,,,,,,
5,TRUE,"02 12, 2018",ANR4UBQXSLBQ,B0001LO3FG,Barbara Zanoni,Always great tea and service was exceptional!,Five Stars,1518393600,,1,0,0,0,0,0,0
1,TRUE,"04 26, 2018",A1SZP6KC41AIA1,B0051MZXA4,Vincent Tomlinson,"These pistachios were very poor quality. Possibly old, they were very dry and hard.",Poor Quality,1524700800,,2,0,0,-1,0,-1,0
3,TRUE,"02 17, 2014",A2DD2VSYMNG3RL,B008YK1U16,seriphine,"Good and healthy snack if portioned properly, this came with more cashews and almonds than anything really but was still nice to make a snack with.",Good and healthy snack,1392595200,,3,0,-1,0,0,0,0
5,TRUE,"06 28, 2017",A35C0NZBS1BP06,B00R8COSTM,kdog,Best canned tuna I ever  had.,Five Stars,1498608000,,1,0,0,0,0,0,0
1,TRUE,"01 28, 2014",A3P4KOLQLGSJ9M,B000XAI5JK,Joy A Domanski,We went on vacation and I had forgotten to include my Szechuan  peppercorns with my spices.  I ordered a supply and it was delivered within a few days.  The quality is excellent.  We enjoy them in sauces for shrimp and fish.,Szechuan peppercorns,1390867200,,2,1,0,1,1,0,1
5,TRUE,"01 11, 2013",A3PPVE2JUGBRQY,B000X5M5R8,Harold Lee,"the fruit cake was on time
always good
favorite for years
recommend it to anyone who is looking for an exceptional fruit cake",Fruit cake,1357862400,,2,1,0,0,0,0,0
1,TRUE,"11 25, 2014",AWNURGH05JTCN,B001686590,AZC,"Half of them had exploded in the box before I received it. It was a mess, stuck and dried. I will not order this item again. I threw most of it in the trash and couldn't recycle the box due to the Fluff was stuck everywhere.",Beware! Exploded Fluff Stuck to Box.,1416873600,,4,-1,0,0,0,0,0
5,TRUE,"04 27, 2017",A326YSDN7PNQDM,B0001LO3FG,Gabi M,My fav! Great price!,Love!,1493251200,,1,0,0,1,0,0,0
5,TRUE,"09 22, 2015",A3VC8TZI92VQGR,B000XPOOGS,Amazon Customer,very good flavor as I have tried other flavors I seem to like this one best,Five Stars,1442880000,,1,0,0,0,0,1,0
5,TRUE,"02 27, 2018",A2QPY8RTMFEEG9,B0028C44Z0,Reader,Not as chalky as the regulars!,Tiny mint that packs a punch,1519689600,,2,0,0,0,0,1,0
5,TRUE,"04 04, 2017",A2TIWRRD23SILD,B005MQKIXG,Joe,Love em! So easy and cheap,Buy em,1491264000,,2,0,0,1,1,0,0
5,TRUE,"05 09, 2016",A1ZL941RI2ZX03,B00EKR4BVI,Sandra Bancroft,It's,Five Stars,1462752000,,,,,,,,
5,TRUE,"04 09, 2015",A1BK71XBOR7ZVT,B0005YVCIU,Phillip J Vallance,Excellent taste.  Best price I have found.,Excellent olive oil.,1428537600,,2,0,0,1,0,1,0
5,TRUE,"07 17, 2015",A1S46CMSWTZBA,B00MV974BG,Adam,"So yummy!  Was looking for jaw breakers to buy online and not have to spend $20 in a candy store for the same ones.  Prime, fast shipping, and great tasting make this the best buy.",Great!,1437091200,,3,1,0,1,0,1,0
5,TRUE,"04 29, 2016",A2PRQKI7D31EAW,B00286KM8E,Steph,Yummy,Five Stars,1461888000,,,,,,,,
5,TRUE,"05 27, 2018",AIUHKEMBCH4NR,B01CI57V10,ShoeLvr,Taste great & provides good energy throughout my day.  I make whole milk lattes with this Matcha.  I also make a delicious Matcha Frappuccino in my Magic Bullet.,Great buy & taste,1527379200,,3,0,1,0,1,1,0
5,TRUE,"07 18, 2016",A2NV316Y6LQRBI,B0153PUVZK,Bryan Z,Great tasting tea,Five Stars,1468800000,,,,,,,,
5,TRUE,"01 06, 2015",A16UZLESC6C0ZI,B004M8WW0W,Vane,I like it great taste !!,Five Stars,1420502400,,,,,,,,
5,TRUE,"09 30, 2014",A2LJVW4NA1DY6Y,B007K6SSTC,Kathie,Great!,Five Stars,1412035200,,,,,,,,
5,TRUE,"12 11, 2016",AHINC3XAPHPR1,B013HJAS16,Buyer Leverkusen,A good variation on the standard powdered PB and chocolate that every other brand makes. Note the milk powder ingredient if you're lactose intolerant like me,good flavor,1481414400,,2,0,1,0,0,1,0
5,TRUE,"10 29, 2014",A27TSQ0PMH1PHL,B001EO6ESS,Moondance,One of my favorite flavors. On my list of re-orders.,One of my faves,1414540800,,1,0,0,0,0,0,0
4,TRUE,"06 25, 2016",A305DF6TYKD5FL,B000WHZEMK,New Orleans gal,"Nice to have on hand for a quick gravy.  You don't need a roux. Just follow easy directions. For beef,  a little red wine is a nice addition; and/or some sauted mushrooms sliced or chopped and a bit of pan drippings. For chicken, you might add a little white wine or the zest and juice of an orange, some pan drippings and you're there.",Gives You a Little Jump Start on a Rich Gravy,1466812800,,3,0,0,0,1,1,0
5,TRUE,"07 16, 2016",A2E4IJB41MML9F,B00EZWUI1A,Amazon Customer,Very good,Five Stars,1468627200,,,,,,,,
5,TRUE,"05 12, 2018",A26EIAVJLQ5CR7,B00KLECTVI,Debra L. Graff,I found 2 rocks in my of 2 pounds slivered almonds.,I found them before I broke a tooth.,1526083200,,2,0,-1,0,0,0,0
3,TRUE,"03 21, 2013",A2CU29BR3PYQUZ,B00BEX3EVO,Nana,I just order two of these adorable Easter baskets for my 2 beautiful granddaughters.  I know my 4 year old will love it. The 1 year old probably just go for the candy. Lol,Best Grandma ever,1363824000,,1,0,0,0,1,0,0
5,TRUE,"04 01, 2016",A3P97IBB97L19H,B00XXK8QN2,julie d,Delicious and a great value. Definitely recommend it.,yum,1459468800,,2,0,0,1,0,1,0
5,TRUE,"05 07, 2017",A1RMJON5AL2ENM,B00BUKL666,Anne D,Incredibly good -- Soooo delicious. It's a perfect combination of nuts and dark chocolate. (And fairly guilt free!) Highly recommend!,Amazingly Good!,1494115200,,2,0,0,0,0,1,0
5,TRUE,"02 24, 2016",A21QIN1251OWWE,B006CNTR6W,Amazon Customer,I love it  thank you,Five Stars,1456272000,,1,0,0,0,0,0,0
5,TRUE,"05 17, 2013",A223JK7CB9YME3,B001A00ZU4,Rafael C. Guerra,"Very good quality tea. Makes life a little easier in the office. I wouldn't buy it to use at home, but for an office space, way better than regular bags.",Just as good as the regular bag.,1368748800,,2,0,0,0,1,1,0
3,TRUE,"02 20, 2015",AN5KMMOS38J1B,B001V8N19M,CT,"Ok, but not my favorite.",but not my favorite.,1424390400,,,,,,,,
5,TRUE,"02 20, 2015",AJXBQGTBRTOWX,B0046LFEFA,ben,absolutely first class,Five Stars,1424390400,,,,,,,,
5,TRUE,"06 16, 2016",A2EUUTAPHJQN18,B006N3I5N2,Suz Fitz,My favorite,Five Stars,1466035200,,,,,,,,
5,TRUE,"02 28, 2018",A3EU2JNEKCAIDC,B001E55ZQO,Sheryl,"5 stars because they are really good and its not the manufactures fault.
This is what I opened my box to see. This is exactly how it came. Someone needs to do a little bit better inspection on items! Amazon is replacing with no problem.",Usually good packaging,1519776000,,3,-1,0,0,0,0,0
3,TRUE,"07 12, 2016",A2GODFPKUTVM3G,B0001LO3FG,nancy nuzer,Nice selection.,Liked it.,1468281600,,,,,,,,
4,TRUE,"05 19, 2014",A1Z1SVTVOUYMEJ,B00283332E,Rachel Neeley,"Almost impossible to find, however.  So if you find it stock up! The best blend of sweet and savory.  Can't get enough!",The Best trail mix EVER!,1400457600,,2,0,0,0,0,1,0
5,TRUE,"10 16, 2015",A26VPP4G3D2BD0,B0027YZBJC,Somebody Else,So yummy!,Nom nom nom,1444953600,,,,,,,,
1,TRUE,"03 19, 2017",A3MSGOBT24GZKF,B003H7MXOO,Kindle Customer,"Did not care for it at all, had a slight bitterness to it.",Very disappointed in flavor.,1489881600,,2,0,0,0,0,1,1
5,TRUE,"05 21, 2014",A1MT7TOG0CBFXN,B00B9FD3Y0,KLabouff,"This is awesome.  It tastes great, easy to make and really good for you too.  Got it quickly in the mail.  Great!!",Great!,1400630400,,1,0,0,0,0,0,0
5,TRUE,"06 03, 2018",A1TIMVMYLSJGT3,B01BHBX0MK,Christine Anne,I won't lie. Its super smelly when you open the package but after a quick wash the smell goes away and cooking them is a snap..I'm doing a keto diet and these things completely replaced rice for me. So delicious and easy to cook. Highly recommend. Ill be trying more of their products,Its super smelly when you open the package but after a ...,1527984000,,2,0,1,0,1,0,0
5,TRUE,"09 16, 2016",A2Y35SC60SFYVR,B000I5KIO0,Amazon Customer,"the only hot cocoa i will use, my daughter sent my some 10 years ago and i have been a fan sense then","the only hot cocoa i will use,",1473984000,,1,0,0,0,0,0,1
5,TRUE,"12 5, 2017",A12LVB3J7RQKIZ,B00KHDGX7Y,Doug,"Very Good, you will see comments of people saying that it tastes horrible because they want to compare with a normal wrap, this is for people who want to eat heathy or are on a diet, so go for it !!!",Very Good !!!,1512432000,,2,0,1,0,0,1,1
5,TRUE,"04 03, 2017",AMJ35Y581NM2V,B0094IN7UE,1techguy,Good peanut butter for processed type.,I like it even though its processed.,1491177600,,,,,,,,
5,TRUE,"06 03, 2015",A2C7S2DQ6SDJBV,B00FGKCT6C,Joe R.,Amazon shorted my order and replaced the whole order for free.  The coffee is great!,The coffee is great!,1433289600,,1,0,0,1,0,0,1
3,TRUE,"01 05, 2015",A14Y1LX0WQN4F6,B00DDG90AY,J. E. McDonald,"Average. Salt was a bit too much, pop was a little to little.",Three Stars,1420416000,,2,0,0,0,0,-1,1
3,TRUE,"08 07, 2015",AYV4E3KEDCSG3,B0000DHXGL,Lucy Hunt Pierson,"I chose this product because the local price for organic almonds has been skyrocketing during the past few years . These almonds were dry in comparison , however , and had less flavor .",I chose this product because the local price for organic ...,1438905600,2,3,0,0,-1,0,-1,1
5,TRUE,"03 26, 2015",A166OZQW09C3LO,B004VPUCZS,Pat Pender,Very good flavor and texture,Five Stars,1427328000,,1,0,0,0,0,1,1
5,TRUE,"05 17, 2018",A1M6ZI8UCB1NFH,B000XK0FFW,R. Wheiler,"Fantastic jelly beans,,,,will  buy again,and again.",Five Stars,1526515200,,0,0,0,,,,
5,TRUE,"10 21, 2016",A26TY1COVHW76I,B00FAWW24U,FloridaGirl,"Like other reviewers have stated: the longer you simmer these in your sauce or with what ever else you're serving them with, the better they turn out! Very much like a glass noodle consistency when cooked long enough. Love them!",Like other reviewers have stated,1477008000,,3,0,0,0,1,1,1
1,TRUE,"04 02, 2018",AS5KT9IJILEQC,B00593K17A,Sean C.,Very disappointed!! I would not advise anybody to purchase this product. I have had others in the past that were worlds better than this for just a bit more in price.,Very disappointed!! I would not advise anybody to purchase ...,1522627200,,2,0,0,-1,0,0,1
5,TRUE,"06 04, 2015",A6VDDN5TCKP9Y,B00KXJAPO4,CaliLivin,"Awesome Flavor, Would Buy Again.

DONT Use for EPENS.

Great for FOOD",Not for EPENS. Cooking YES,1433376000,,1,0,0,0,0,0,1
5,TRUE,"02 27, 2018",A2R841MRSWW549,B000EUIZAI,Eve Goodson,I couldn't find Chai tea bags anywhere locally. I was very pleased with this tea.,I was very pleased with this tea,1519689600,,0,0,,,,,
5,TRUE,"07 16, 2014",A3M1428ZJTOVG3,B000SMN0DO,Loree Harmon,AWESOME!,Five Stars,1405468800,,1,0,,,,,
5,TRUE,"12 9, 2014",A26CCQLUBOPDC1,B0036FEGEW,Ida,The couple it was bought for loved it.  It was perfect on top the cake.,Five Stars,1418083200,,1,0,,,,,
5,TRUE,"03 18, 2018",A307HKL5Q3V4D9,B00GKL51PW,Gramma She,I love this tea. I have been using another tea from England for a few years and did not think I would find another that I liked better. After watching a program on pyramid tea bags I contacted a friend who lives in England and she recommended PG tips.  I will never go back to traditional tea bags again. There really is a difference. I enjoy each cup I drink.,Pyramid tea bags,1521331200,,1,0,0,0,0,1,1
5,TRUE,"06 13, 2014",AIHRGPJ9Q3493,B0009F3QKW,Laura M.,Delicious and my friends and guests love it when I serve it.  This is my favorite tea when I want to relax.  Pretty good as iced tea as well.,Favorite tea for relaxing,1402617600,,1,0,0,0,0,1,1
5,TRUE,"05 28, 2018",A2TPL2AWDEIS1V,B00UAN0RL4,Julie Oneill,I purchased this last week for the first time to bring on vacation.  Delicious!  Everyone loved it!  Highly recommend!,Everyone loved it! Highly recommend,1527465600,,1,0,0,0,0,1,0
2,TRUE,"07 16, 2017",A3LGQDBJCNEENV,B00DF746DM,shopper 101,"I've tried 5 or 6 different bags of apricots on amazon, and these are the worst so far.

I opened the bag and had a whiff and almost immediately tossed them in the bin.

I did try one and it was very sour tasting. In my opinion, not a good sour, but like a bad, gone off, chemically sour taste.

I did read some reviews and people did mention the sourness. I guess 'chacun a son gout' applies here, so I won't give it one star, but that is my inclination.",Still looking for decent california apricaots,1500163200,,2,0,0,0,0,-1,1
1,TRUE,"02 15, 2016",A1BPWCJ4AKCI8H,B007P4MADE,Patricia Barkyoumb,Just received this product and am extremely disappointed! The cork does not fit securely and the product arrived loose much of it out of the container . Very unsanitary. This is unacceptable given the cost of the product!,Just received this product and am extremely disappointed! The cork does not fit securely and the ...,1455494400,6,3,-1,0,-1,0,0,1
